age,gender,country,self_employed,family_history,treatment,work_interfere,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,survey_year,age_group,self_employed_encoded,tech_company_encoded,has_benefits,has_care_options,has_wellness_program,support_score,treatment_encoded
30.0,Male,United States Of America,0,Yes,1,Yes,100-500,1.0,unknown,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2017,25-34,0,0,0,0,0,0,1
22.0,Female,United States Of America,0,Yes,1,Yes,6-25,1.0,unknown,yes,no,Yes,Yes,I don't know,2017,18-24,0,0,0,1,0,1,1
27.0,Female,United States Of America,0,I don't know,1,Yes,26-100,1.0,unknown,no,no,No,I Don'T Know,Somewhat difficult,2017,25-34,0,0,0,0,0,0,1
47.0,Other,Latvia,1,No,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,45-54,1,0,0,0,0,0,1
33.0,Female,United States Of America,0,Yes,1,Yes,6-25,1.0,unknown,yes,yes,No,Yes,Somewhat easy,2017,25-34,0,0,0,1,1,2,1
28.0,Male,United States Of America,0,Yes,0,No,26-100,1.0,unknown,yes,no,Yes,I Don'T Know,Somewhat difficult,2017,25-34,0,0,0,1,0,1,0
36.0,Male,United States Of America,0,Yes,1,No,26-100,1.0,unknown,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2017,35-44,0,0,0,0,0,0,1
25.0,Female,United States Of America,0,Yes,0,Yes,6-25,1.0,unknown,no,no,I Don'T Know,Yes,Very easy,2017,25-34,0,0,0,0,0,0,0
30.0,Female,United States Of America,0,Yes,1,No,More Than 1000,0.0,unknown,no,no,No,I Don'T Know,Difficult,2017,25-34,0,0,0,0,0,0,1
39.0,Male,United States Of America,0,Yes,0,Yes,More Than 1000,0.0,unknown,no,no,Yes,I Don'T Know,I don't know,2017,35-44,0,0,0,0,0,0,0
31.0,Other,United States Of America,0,I don't know,1,Maybe,100-500,1.0,unknown,no,i don't know,No,I Don'T Know,Neither easy nor difficult,2017,25-34,0,0,0,0,0,0,1
48.0,Male,United States Of America,0,Yes,0,Maybe,More Than 1000,0.0,unknown,yes,yes,Yes,I Don'T Know,Somewhat difficult,2017,45-54,0,0,0,1,1,2,0
43.0,Male,United States Of America,0,I don't know,0,Maybe,100-500,1.0,unknown,no,no,I Don'T Know,I Don'T Know,Very easy,2017,35-44,0,0,0,0,0,0,0
35.0,Male,United States Of America,0,I don't know,0,Maybe,More Than 1000,1.0,unknown,no,no,No,No,Very easy,2017,35-44,0,0,0,0,0,0,0
31.0,Female,United States Of America,0,Yes,1,Maybe,100-500,0.0,unknown,no,yes,No,I Don'T Know,I don't know,2017,25-34,0,0,0,0,1,1,1
28.0,Male,India,0,I don't know,0,No,26-100,1.0,unknown,unknown,no,No,No,Neither easy nor difficult,2017,25-34,0,0,0,0,0,0,0
27.0,Male,United States Of America,0,No,0,Maybe,1-5,1.0,unknown,unknown,no,I Don'T Know,I Don'T Know,Somewhat difficult,2017,25-34,0,0,0,0,0,0,0
28.0,Male,United States Of America,0,No,1,Yes,1-5,1.0,unknown,no,no,I Don'T Know,I Don'T Know,Neither easy nor difficult,2017,25-34,0,0,0,0,0,0,1
43.0,Female,United States Of America,0,I don't know,1,No,500-1000,1.0,unknown,yes,i don't know,Yes,Yes,Somewhat difficult,2017,35-44,0,0,0,1,0,1,1
31.0,Female,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,unknown,yes,no,No,I Don'T Know,Difficult,2017,25-34,0,0,0,1,0,1,1
37.0,Male,United States Of America,0,No,0,No,More Than 1000,1.0,unknown,no,no,I Don'T Know,Yes,I don't know,2017,35-44,0,0,0,0,0,0,0
36.0,Male,United States Of America,0,Yes,1,Yes,26-100,1.0,unknown,yes,no,No,I Don'T Know,Somewhat easy,2017,35-44,0,0,0,1,0,1,1
42.0,Female,United States Of America,0,Yes,1,Yes,100-500,1.0,unknown,yes,no,Yes,Yes,Very easy,2017,35-44,0,0,0,1,0,1,1
29.0,Female,United States Of America,0,I don't know,1,No,100-500,1.0,unknown,yes,i don't know,Yes,Yes,Somewhat easy,2017,25-34,0,0,0,1,0,1,1
41.0,Female,United States Of America,0,Yes,1,No,500-1000,1.0,unknown,yes,yes,Yes,I Don'T Know,Somewhat easy,2017,35-44,0,0,0,1,1,2,1
37.0,Male,United States Of America,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,35-44,1,0,0,0,0,0,0
53.0,Male,United States Of America,0,No,1,Yes,26-100,1.0,unknown,yes,yes,I Don'T Know,Yes,I don't know,2017,45-54,0,0,0,1,1,2,1
43.0,Male,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2017,35-44,1,0,0,0,0,0,1
44.0,Male,United States Of America,0,I don't know,0,No,500-1000,1.0,unknown,no,no,I Don'T Know,I Don'T Know,Difficult,2017,35-44,0,0,0,0,0,0,0
37.0,Female,United States Of America,0,No,0,Maybe,100-500,0.0,unknown,yes,i don't know,Yes,I Don'T Know,I don't know,2017,35-44,0,0,0,1,0,1,0
57.0,Female,United States Of America,0,I don't know,1,Maybe,26-100,1.0,unknown,no,no,I Don'T Know,I Don'T Know,Neither easy nor difficult,2017,55-64,0,0,0,0,0,0,1
47.0,Male,United States Of America,0,No,1,Yes,More Than 1000,1.0,unknown,yes,yes,Yes,Yes,Very easy,2017,45-54,0,0,0,1,1,2,1
34.0,Male,United States Of America,0,No,1,Yes,100-500,1.0,unknown,yes,yes,Yes,Yes,Neither easy nor difficult,2017,25-34,0,0,0,1,1,2,1
29.0,Male,United States Of America,0,Yes,1,Yes,26-100,1.0,unknown,yes,no,No,Yes,Somewhat easy,2017,25-34,0,0,0,1,0,1,1
38.0,Male,United States Of America,0,No,1,No,500-1000,0.0,unknown,no,no,No,I Don'T Know,Difficult,2017,35-44,0,0,0,0,0,0,1
41.0,Male,United Kingdom,0,No,1,Yes,26-100,1.0,unknown,no,no,I Don'T Know,Yes,Very easy,2017,35-44,0,0,0,0,0,0,1
40.0,Male,United States Of America,0,No,1,Yes,6-25,1.0,unknown,no,i don't know,No,Yes,Very easy,2017,35-44,0,0,0,0,0,0,1
30.0,Male,United States Of America,0,No,0,Yes,26-100,1.0,unknown,yes,no,No,No,Very easy,2017,25-34,0,0,0,1,0,1,0
57.0,Female,Canada,0,Yes,1,No,More Than 1000,1.0,yes,yes,yes,Yes,Yes,Somewhat difficult,2018,55-64,0,0,1,1,1,3,1
29.0,Male,United States Of America,0,Yes,1,No,More Than 1000,1.0,yes,yes,no,I Don'T Know,I Don'T Know,Somewhat difficult,2018,25-34,0,0,1,1,0,2,1
46.0,Male,United States Of America,0,Yes,0,No,6-25,0.0,yes,yes,no,No,I Don'T Know,Somewhat easy,2018,45-54,0,0,1,1,0,2,0
34.0,Male,Norway,0,No,0,No,6-25,1.0,no,no,no,No,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,0,0,0,0,0
29.0,Male,United States Of America,0,Yes,1,Yes,26-100,1.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
55.0,Male,United States Of America,0,No,0,Yes,100-500,1.0,yes,yes,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,55-64,0,0,1,1,0,2,0
29.0,Other,Finland,0,No,1,No,More Than 1000,1.0,yes,yes,no,No,I Don'T Know,I don't know,2018,25-34,0,0,1,1,0,2,1
35.0,Male,Poland,0,I don't know,1,No,26-100,1.0,not eligible for coverage / na,unknown,no,No,I Don'T Know,I don't know,2018,35-44,0,0,0,0,0,0,1
33.0,Male,Russia,0,Yes,0,No,More Than 1000,1.0,i don't know,no,no,No,No,I don't know,2018,25-34,0,0,0,0,0,0,0
37.0,Male,United States Of America,0,No,0,No,More Than 1000,0.0,yes,no,no,Yes,I Don'T Know,Somewhat difficult,2018,35-44,0,0,1,0,0,1,0
45.0,Male,United States Of America,0,Yes,1,Maybe,More Than 1000,1.0,yes,yes,yes,Yes,I Don'T Know,Somewhat easy,2018,45-54,0,0,1,1,1,3,1
31.0,Male,Germany,0,I don't know,1,Maybe,500-1000,0.0,no,no,no,No,I Don'T Know,Very easy,2018,25-34,0,0,0,0,0,0,1
38.0,Female,Canada,1,Yes,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,0
26.0,Male,Germany,0,Yes,0,Maybe,More Than 1000,0.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,0,0,0,0
27.0,Female,Serbia,0,No,1,No,100-500,1.0,no,no,no,No,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,0,0,0,0,1
35.0,Male,Canada,0,Yes,1,Maybe,6-25,0.0,yes,no,no,No,I Don'T Know,Somewhat difficult,2018,35-44,0,0,1,0,0,1,1
47.0,Male,United States Of America,0,Yes,0,No,26-100,0.0,yes,no,no,Yes,I Don'T Know,Neither easy nor difficult,2018,45-54,0,0,1,0,0,1,0
37.0,Male,United States Of America,0,I don't know,1,Maybe,More Than 1000,1.0,yes,yes,i don't know,I Don'T Know,I Don'T Know,I don't know,2018,35-44,0,0,1,1,0,2,1
32.0,Male,Colombia,0,Yes,0,No,500-1000,0.0,no,no,no,No,No,Difficult,2018,25-34,0,0,0,0,0,0,0
46.0,Male,United Kingdom,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,45-54,1,0,0,0,0,0,1
37.0,Male,United States Of America,0,Yes,1,No,26-100,1.0,yes,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,35-44,0,0,1,0,0,1,1
36.0,Male,United States Of America,0,Yes,1,Yes,100-500,1.0,yes,yes,i don't know,Yes,Yes,Somewhat easy,2018,35-44,0,0,1,1,0,2,1
29.0,Male,Poland,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,1
45.0,Male,United States Of America,0,I don't know,1,No,100-500,1.0,yes,no,no,No,I Don'T Know,Very easy,2018,45-54,0,0,1,0,0,1,1
30.0,Male,United States Of America,0,No,0,Maybe,6-25,0.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat difficult,2018,25-34,0,0,0,0,0,0,0
46.0,Male,Germany,0,I don't know,1,Maybe,6-25,1.0,no,no,yes,No,I Don'T Know,Very easy,2018,45-54,0,0,0,0,1,1,1
29.0,Male,India,0,No,0,No,26-100,1.0,no,unknown,no,No,I Don'T Know,Difficult,2018,25-34,0,0,0,0,0,0,0
26.0,Male,Ukraine,0,I don't know,0,No,More Than 1000,1.0,i don't know,unknown,no,No,Yes,Somewhat easy,2018,25-34,0,0,0,0,0,0,0
26.0,Male,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,1
44.0,Male,Canada,0,Yes,1,No,6-25,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Difficult,2018,35-44,0,0,0,0,0,0,1
32.0,Male,United States Of America,0,I don't know,0,No,26-100,1.0,yes,no,no,I Don'T Know,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,1,0,0,1,0
34.0,Male,Poland,0,No,0,Maybe,100-500,1.0,i don't know,no,no,No,I Don'T Know,I don't know,2018,25-34,0,0,0,0,0,0,0
19.0,Male,Australia,0,I don't know,0,Maybe,500-1000,1.0,yes,unknown,yes,Yes,Yes,Very easy,2018,18-24,0,0,1,0,1,2,0
38.0,Male,United Kingdom,0,Yes,1,No,More Than 1000,0.0,i don't know,no,no,I Don'T Know,I Don'T Know,I don't know,2018,35-44,0,0,0,0,0,0,1
61.0,Male,United States Of America,0,No,1,No,6-25,1.0,not eligible for coverage / na,unknown,no,No,No,Difficult,2018,55-64,0,0,0,0,0,0,1
44.0,Male,United States Of America,0,I don't know,0,No,6-25,1.0,yes,yes,no,I Don'T Know,I Don'T Know,I don't know,2018,35-44,0,0,1,1,0,2,0
32.0,Female,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,1
31.0,Male,Ireland,0,No,0,Yes,100-500,0.0,yes,no,yes,Yes,Yes,Somewhat easy,2018,25-34,0,0,1,0,1,2,0
30.0,Female,United States Of America,0,No,1,Yes,26-100,1.0,yes,no,yes,Yes,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,1,0,1,2,1
52.0,Male,Italy,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,45-54,1,0,0,0,0,0,0
44.0,Male,United States Of America,0,Yes,1,No,26-100,1.0,i don't know,no,no,No,I Don'T Know,I don't know,2018,35-44,0,0,0,0,0,0,1
39.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,0.0,i don't know,yes,no,No,I Don'T Know,Very easy,2018,35-44,0,0,0,1,0,1,1
36.0,Male,Spain,1,Yes,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,0
30.0,Other,Netherlands,1,I don't know,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,0
39.0,Male,United States Of America,0,I don't know,0,No,26-100,0.0,i don't know,no,no,No,Yes,Somewhat difficult,2018,35-44,0,0,0,0,0,0,0
33.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,yes,yes,Yes,I Don'T Know,Very easy,2018,25-34,0,0,1,1,1,3,1
37.0,Male,United States Of America,1,I don't know,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,0
34.0,Male,Estonia,0,No,0,No,26-100,0.0,no,no,no,No,I Don'T Know,Difficult,2018,25-34,0,0,0,0,0,0,0
28.0,Male,India,0,No,0,Maybe,26-100,1.0,no,no,yes,Yes,I Don'T Know,Very easy,2018,25-34,0,0,0,0,1,1,0
43.0,Female,Italy,0,No,1,No,26-100,1.0,no,unknown,no,No,I Don'T Know,Difficult,2018,35-44,0,0,0,0,0,0,1
42.0,Male,United States Of America,0,Yes,0,No,More Than 1000,1.0,i don't know,no,no,No,I Don'T Know,Somewhat easy,2018,35-44,0,0,0,0,0,0,0
35.0,Male,United States Of America,0,Yes,1,Yes,100-500,0.0,yes,yes,i don't know,Yes,I Don'T Know,I don't know,2018,35-44,0,0,1,1,0,2,1
28.0,Female,United States Of America,0,Yes,0,Yes,More Than 1000,1.0,yes,yes,yes,Yes,Yes,Very easy,2018,25-34,0,0,1,1,1,3,0
37.0,Male,United States Of America,0,Yes,1,Yes,100-500,1.0,yes,yes,i don't know,I Don'T Know,I Don'T Know,Somewhat difficult,2018,35-44,0,0,1,1,0,2,1
35.0,Female,United States Of America,0,Yes,1,No,500-1000,1.0,i don't know,yes,no,No,I Don'T Know,Somewhat easy,2018,35-44,0,0,0,1,0,1,1
31.0,Male,United States Of America,0,No,0,No,6-25,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,I don't know,2018,25-34,0,0,0,0,0,0,0
24.0,Male,United States Of America,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,18-24,1,0,0,0,0,0,1
27.0,Female,United States Of America,0,No,0,Maybe,500-1000,1.0,yes,no,no,No,I Don'T Know,Somewhat difficult,2018,25-34,0,0,1,0,0,1,0
36.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,no,yes,Yes,I Don'T Know,Very easy,2018,35-44,0,0,1,0,1,2,1
33.0,Male,United States Of America,0,No,1,Yes,6-25,1.0,i don't know,no,no,I Don'T Know,Yes,Somewhat easy,2018,25-34,0,0,0,0,0,0,1
26.0,Male,United States Of America,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,1
26.0,Male,United States Of America,0,No,0,No,More Than 1000,0.0,yes,yes,yes,Yes,Yes,Very easy,2018,25-34,0,0,1,1,1,3,0
24.0,Male,United States Of America,0,No,1,No,More Than 1000,0.0,i don't know,unknown,no,No,I Don'T Know,I don't know,2018,18-24,0,0,0,0,0,0,1
34.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,yes,yes,Yes,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
25.0,Male,United States Of America,0,I don't know,0,No,26-100,1.0,yes,yes,no,No,I Don'T Know,I don't know,2018,25-34,0,0,1,1,0,2,0
19.0,Female,United States Of America,0,Yes,1,No,6-25,1.0,i don't know,no,no,No,Yes,I don't know,2018,18-24,0,0,0,0,0,0,1
28.0,Male,United States Of America,0,No,0,No,26-100,1.0,yes,no,no,I Don'T Know,Yes,Somewhat difficult,2018,25-34,0,0,1,0,0,1,0
26.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,yes,no,No,Yes,Somewhat easy,2018,25-34,0,0,1,1,0,2,1
32.0,Male,South Africa,0,Yes,1,Maybe,1-5,1.0,no,unknown,no,No,No,Somewhat easy,2018,25-34,0,0,0,0,0,0,1
23.0,Male,United States Of America,0,I don't know,1,Maybe,500-1000,0.0,i don't know,no,no,No,I Don'T Know,Somewhat difficult,2018,18-24,0,0,0,0,0,0,1
46.0,Male,United States Of America,0,Yes,0,Yes,More Than 1000,0.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,45-54,0,0,1,1,1,3,0
28.0,Male,United States Of America,0,No,0,Yes,6-25,1.0,i don't know,no,no,No,I Don'T Know,Difficult,2018,25-34,0,0,0,0,0,0,0
38.0,Male,Norway,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,1
30.0,Female,United States Of America,0,I don't know,1,Maybe,6-25,1.0,i don't know,no,no,No,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,0,0,0,1
26.0,Male,Brazil,0,No,0,Yes,6-25,1.0,i don't know,no,no,No,I Don'T Know,Somewhat difficult,2018,25-34,0,0,0,0,0,0,0
37.0,Female,Mauritius,0,No,0,Maybe,6-25,1.0,yes,yes,no,No,Yes,Very easy,2018,35-44,0,0,1,1,0,2,0
35.0,Male,United States Of America,0,I don't know,1,Maybe,100-500,1.0,yes,yes,yes,Yes,I Don'T Know,Neither easy nor difficult,2018,35-44,0,0,1,1,1,3,1
26.0,Female,United States Of America,0,Yes,1,Maybe,100-500,0.0,yes,yes,yes,Yes,Yes,I don't know,2018,25-34,0,0,1,1,1,3,1
29.0,Female,United Kingdom,0,No,0,Maybe,26-100,1.0,yes,yes,yes,Yes,Yes,Very easy,2018,25-34,0,0,1,1,1,3,0
57.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,1.0,yes,yes,i don't know,Yes,Yes,I don't know,2018,55-64,0,0,1,1,0,2,1
38.0,Male,United States Of America,0,No,0,Yes,More Than 1000,0.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,35-44,0,0,1,1,1,3,0
20.0,Female,United Kingdom,0,No,1,Yes,More Than 1000,1.0,yes,no,yes,Yes,Yes,Somewhat easy,2018,18-24,0,0,1,0,1,2,1
41.0,Male,United States Of America,0,Yes,0,No,6-25,1.0,i don't know,no,no,No,I Don'T Know,Difficult,2018,35-44,0,0,0,0,0,0,0
43.0,Male,United States Of America,0,Yes,0,Maybe,6-25,0.0,yes,no,no,No,No,Somewhat difficult,2018,35-44,0,0,1,0,0,1,0
35.0,Male,United States Of America,0,I don't know,1,Yes,More Than 1000,1.0,yes,yes,no,Yes,Yes,I don't know,2018,35-44,0,0,1,1,0,2,1
40.0,Female,United States Of America,0,Yes,1,Yes,6-25,1.0,i don't know,no,no,No,I Don'T Know,Neither easy nor difficult,2018,35-44,0,0,0,0,0,0,1
28.0,Male,Brazil,0,No,0,Maybe,26-100,0.0,i don't know,unknown,i don't know,I Don'T Know,No,Neither easy nor difficult,2018,25-34,0,0,0,0,0,0,0
42.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,0.0,yes,yes,yes,Yes,Yes,Very easy,2018,35-44,0,0,1,1,1,3,1
39.0,Male,United States Of America,0,No,0,Maybe,More Than 1000,0.0,yes,no,no,Yes,Yes,Somewhat easy,2018,35-44,0,0,1,0,0,1,0
28.0,Male,United States Of America,0,Yes,1,Yes,More Than 1000,0.0,yes,yes,i don't know,Yes,Yes,Neither easy nor difficult,2018,25-34,0,0,1,1,0,2,1
22.0,Male,India,0,No,0,Yes,6-25,1.0,no,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,18-24,0,0,0,0,0,0,0
29.0,Female,United States Of America,0,Yes,1,No,100-500,1.0,yes,yes,no,Yes,I Don'T Know,Somewhat difficult,2018,25-34,0,0,1,1,0,2,1
45.0,Male,United States Of America,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,45-54,1,0,0,0,0,0,0
27.0,Female,Saudi Arabia,0,Yes,0,No,More Than 1000,1.0,no,no,no,No,I Don'T Know,Difficult,2018,25-34,0,0,0,0,0,0,0
32.0,Female,Germany,0,No,0,No,26-100,0.0,i don't know,no,no,No,I Don'T Know,Somewhat difficult,2018,25-34,0,0,0,0,0,0,0
28.0,Male,United States Of America,0,I don't know,1,Yes,500-1000,0.0,yes,yes,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,25-34,0,0,1,1,0,2,1
31.0,Male,United States Of America,0,Yes,1,Yes,100-500,1.0,yes,no,no,Yes,Yes,Somewhat easy,2018,25-34,0,0,1,0,0,1,1
28.0,Male,United States Of America,1,No,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,1
24.0,Female,Nigeria,0,No,0,No,More Than 1000,0.0,no,no,no,No,No,Difficult,2018,18-24,0,0,0,0,0,0,0
27.0,Female,United States Of America,0,Yes,0,No,More Than 1000,0.0,yes,yes,yes,Yes,Yes,I don't know,2018,25-34,0,0,1,1,1,3,0
36.0,Female,Ireland,0,No,0,No,More Than 1000,1.0,yes,yes,yes,Yes,Yes,Very easy,2018,35-44,0,0,1,1,1,3,0
37.0,Male,United States Of America,0,Yes,1,No,More Than 1000,1.0,no,yes,no,No,No,Difficult,2018,35-44,0,0,0,1,0,1,1
27.0,Female,Kenya,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,0
53.0,Female,United States Of America,0,Yes,1,No,100-500,1.0,yes,yes,no,I Don'T Know,Yes,Very easy,2018,45-54,0,0,1,1,0,2,1
32.0,Male,France,0,No,0,Maybe,100-500,1.0,not eligible for coverage / na,unknown,no,No,I Don'T Know,Very easy,2018,25-34,0,0,0,0,0,0,0
25.0,Female,United States Of America,0,Yes,1,No,1-5,1.0,i don't know,no,no,No,I Don'T Know,Somewhat difficult,2018,25-34,0,0,0,0,0,0,1
29.0,Female,United States Of America,0,Yes,1,Maybe,6-25,1.0,not eligible for coverage / na,unknown,no,I Don'T Know,I Don'T Know,Difficult,2018,25-34,0,0,0,0,0,0,1
47.0,Male,United States Of America,0,I don't know,0,Yes,26-100,1.0,yes,no,no,Yes,Yes,Somewhat difficult,2018,45-54,0,0,1,0,0,1,0
36.0,Male,United States Of America,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,0
61.0,Male,United States Of America,0,Yes,1,Maybe,More Than 1000,0.0,yes,no,no,I Don'T Know,I Don'T Know,Somewhat difficult,2018,55-64,0,0,1,0,0,1,1
28.0,Male,United States Of America,0,No,0,Maybe,6-25,1.0,yes,no,no,I Don'T Know,Yes,I don't know,2018,25-34,0,0,1,0,0,1,0
31.0,Male,United States Of America,0,Yes,1,Yes,500-1000,0.0,yes,yes,yes,No,Yes,I don't know,2018,25-34,0,0,1,1,1,3,1
35.0,Male,Uruguay,0,I don't know,1,Maybe,6-25,1.0,no,unknown,no,No,I Don'T Know,Somewhat easy,2018,35-44,0,0,0,0,0,0,1
40.0,Male,United States Of America,0,Yes,1,Yes,26-100,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,35-44,0,0,0,0,0,0,1
32.0,Male,United States Of America,1,No,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,0
41.0,Male,United States Of America,0,No,0,Yes,26-100,1.0,yes,no,no,I Don'T Know,Yes,Somewhat easy,2018,35-44,0,0,1,0,0,1,0
34.0,Male,United States Of America,0,No,1,Maybe,6-25,1.0,yes,yes,no,Yes,I Don'T Know,Difficult,2018,25-34,0,0,1,1,0,2,1
31.0,Female,United States Of America,0,Yes,1,Maybe,6-25,1.0,i don't know,no,no,No,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,0,0,0,0,1
35.0,Female,United States Of America,0,I don't know,1,Yes,More Than 1000,0.0,yes,yes,no,I Don'T Know,Yes,Very easy,2018,35-44,0,0,1,1,0,2,1
27.0,Female,United States Of America,0,Yes,1,Maybe,500-1000,1.0,yes,yes,yes,Yes,Yes,Somewhat easy,2018,25-34,0,0,1,1,1,3,1
42.0,Female,United States Of America,0,Yes,1,Yes,100-500,1.0,yes,no,no,Yes,Yes,Somewhat easy,2018,35-44,0,0,1,0,0,1,1
67.0,Female,United States Of America,1,No,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,65+,1,0,0,0,0,0,1
56.0,Male,United States Of America,0,Yes,1,No,More Than 1000,0.0,yes,yes,no,No,Yes,Somewhat easy,2018,55-64,0,0,1,1,0,2,1
27.0,Female,United States Of America,0,Yes,1,Maybe,6-25,1.0,yes,no,no,No,I Don'T Know,Neither easy nor difficult,2018,25-34,0,0,1,0,0,1,1
37.0,Female,United Kingdom,0,Yes,1,Yes,More Than 1000,1.0,yes,no,no,I Don'T Know,Yes,Somewhat difficult,2018,35-44,0,0,1,0,0,1,1
40.0,Male,Serbia,1,I don't know,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,1
30.0,Female,United Kingdom,0,I don't know,0,No,26-100,1.0,yes,yes,yes,Yes,Yes,Very easy,2018,25-34,0,0,1,1,1,3,0
39.0,Male,United States Of America,0,Yes,0,Yes,More Than 1000,1.0,yes,no,i don't know,I Don'T Know,Yes,Somewhat difficult,2018,35-44,0,0,1,0,0,1,0
30.0,Female,United States Of America,0,Yes,1,Maybe,6-25,1.0,not eligible for coverage / na,unknown,no,No,I Don'T Know,I don't know,2018,25-34,0,0,0,0,0,0,1
31.0,Male,Netherlands,0,No,0,Yes,6-25,1.0,i don't know,no,no,I Don'T Know,I Don'T Know,Somewhat easy,2018,25-34,0,0,0,0,0,0,0
36.0,Male,Italy,1,Yes,1,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,35-44,1,0,0,0,0,0,1
46.0,Male,United Kingdom,0,Yes,1,No,6-25,1.0,yes,yes,no,No,I Don'T Know,I don't know,2018,45-54,0,0,1,1,0,2,1
45.0,Female,United States Of America,0,Yes,1,Maybe,500-1000,1.0,yes,yes,yes,Yes,Yes,Somewhat difficult,2018,45-54,0,0,1,1,1,3,1
25.0,Male,Bangladesh,1,I don't know,0,Unknown,Unknown,Unknown,unknown,unknown,unknown,Unknown,Unknown,Unknown,2018,25-34,1,0,0,0,0,0,0
